"Image Name", "Elapsed Time", "Object #", "Frame #", "X", "Y", "Distance", "Time Interval", "Velocity", "Absolute Angle", "Distance To Origin", "Delta X", "Delta Y"
"Med_NSS_2(1)", "00:00:00.152", 1, 40, 127.838, 94.4265, 6.27255, 50, 0.125451, 131.746, 158.93, 4.67995, -4.17648
"Med_NSS_2(1)", "00:00:00.153", 1, 41, 128.509, 93.6562, 1.02153, 50, 0.0204306, 138.945, 159.016, 0.670921, -0.770317
"Med_NSS_2(1)", "00:00:00.153", 1, 42, 133.717, 87.5037, 8.06082, 50, 0.161216, 139.752, 159.803, 5.2081, -6.15244
"Med_NSS_2(1)", "00:00:00.153", 1, 43, 135.504, 86.868, 1.89705, 50, 0.037941, 109.58, 160.958, 1.78735, -0.635735
"Med_NSS_2(1)", "00:00:00.153", 1, 44, 140.547, 81.5459, 7.33212, 50, 0.146642, 136.541, 162.491, 5.04335, -5.32209
"Med_NSS_2(1)", "00:00:00.153", 1, 45, 142.102, 81.2732, 1.57877, 50, 0.0315754, 99.9474, 163.702, 1.55504, -0.27272
"Med_NSS_2(1)", "00:00:00.153", 1, 46, 141.978, 81.2288, 0.131818, 50, 0.00263635, -109.664, 163.573, -0.12413, -0.0443573
"Med_NSS_2(1)", "00:00:00.154", 1, 47, 144.93, 78.0275, 4.35439, 50, 0.0870878, 137.323, 164.6, 2.95171, -3.20127
"Med_NSS_2(1)", "00:00:00.154", 1, 48, 145.026, 78.0265, 0.0955254, 50, 0.00191051, 90.6087, 164.683, 0.09552, -0.00101471
"Med_NSS_2(1)", "00:00:00.154", 1, 49, 146.709, 76.6443, 2.17813, 50, 0.0435626, 129.39, 165.523, 1.68335, -1.38224
"Med_NSS_2(1)", "00:00:00.154", 1, 50, 147.033, 77.0942, 0.554219, 50, 0.0110844, 35.735, 166.018, 0.323685, 0.449875
"Med_NSS_2(1)", "00:00:00.154", 1, 51, 147.033, 77.0942, 0, 50, 0, 0, 166.018, 0, 0
"Med_NSS_2(1)", "00:00:00.155", 1, 52, 147.48, 76.9423, 0.472809, 50, 0.00945617, 108.73, 166.345, 0.447769, -0.151825
"Med_NSS_2(1)", "00:00:00.155", 1, 53, 147.036, 77.1448, 0.488425, 50, 0.00976851, -65.5071, 166.045, -0.444473, 0.202492
"Med_NSS_2(1)", "00:00:00.155", 1, 54, 147.036, 77.1448, 0, 50, 0, 0, 166.045, 0, 0
"Med_NSS_2(1)", "00:00:00.155", 1, 55, 145.944, 77.6414, 1.19994, 50, 0.0239987, -65.5537, 165.311, -1.09236, 0.496582
"Med_NSS_2(1)", "00:00:00.155", 1, 56, 145.822, 78.2636, 0.633872, 50, 0.0126774, -11.0232, 165.497, -0.121201, 0.622177
"Med_NSS_2(1)", "00:00:00.155", 1, 57, 143.238, 79.1341, 2.72658, 50, 0.0545316, -71.3811, 163.644, -2.58388, 0.870522
"Med_NSS_2(1)", "00:00:00.155", 1, 58, 142.705, 79.213, 0.53935, 50, 0.010787, -81.5928, 163.216, -0.533554, 0.0788574
"Med_NSS_2(1)", "00:00:00.156", 1, 59, 142.705, 79.213, 0, 50, 0, 0, 163.216, 0, 0
"Med_NSS_2(1)", "00:00:00.156", 1, 60, 138.008, 81.8396, 5.38138, 50, 0.107628, -60.7845, 160.449, -4.69681, 2.62663
"Med_NSS_2(1)", "00:00:00.156", 1, 61, 138.035, 81.7522, 0.091568, 50, 0.00183136, 162.716, 160.428, 0.0272064, -0.0874329
"Med_NSS_2(1)", "00:00:00.156", 1, 62, 135.785, 83.4817, 2.83852, 50, 0.0567705, -52.4616, 159.395, -2.25079, 1.72949
"Med_NSS_2(1)", "00:00:00.156", 1, 63, 136.15, 81.6624, 1.85569, 50, 0.0371137, 168.627, 158.763, 0.365952, -1.81924
"Med_NSS_2(1)", "00:00:00.157", 1, 64, 136.102, 81.0888, 0.575717, 50, 0.0115143, -175.13, 158.427, -0.0488739, -0.573639
"Med_NSS_2(1)", "00:00:00.157", 1, 65, 131.274, 78.6067, 5.42804, 50, 0.108561, -117.212, 153.01, -4.82729, -2.48212
"Med_NSS_2(1)", "00:00:00.157", 1, 66, 129.733, 78.1327, 1.61223, 50, 0.0322446, -107.095, 151.445, -1.541, -0.47393
"Med_NSS_2(1)", "00:00:00.157", 1, 67, 129.514, 77.8716, 0.341262, 50, 0.00682525, -139.916, 151.122, -0.219742, -0.261101
"Med_NSS_2(1)", "00:00:00.157", 1, 68, 125.218, 75.7597, 4.78673, 50, 0.0957347, -116.181, 146.352, -4.29562, -2.11198
"Med_NSS_2(1)", "00:00:00.157", 1, 69, 124.113, 76.2904, 1.22554, 50, 0.0245107, -64.3385, 145.686, -1.10466, 0.530724
"Med_NSS_2(1)", "00:00:00.158", 1, 70, 119.135, 79.5016, 5.92449, 50, 0.11849, -57.1781, 143.226, -4.9787, 3.21126
"Med_NSS_2(1)", "00:00:00.158", 1, 71, 119.537, 79.7397, 0.467423, 50, 0.00934846, 59.3848, 143.692, 0.402267, 0.238045
"Med_NSS_2(1)", "00:00:00.158", 1, 72, 120.842, 79.626, 1.31, 50, 0.0261999, 94.9793, 144.717, 1.30505, -0.113701
"Med_NSS_2(1)", "00:00:00.158", 1, 73, 127.514, 86.9396, 9.89951, 50, 0.19799, 42.3716, 154.331, 6.67163, 7.31366
"Med_NSS_2(1)", "00:00:00.158", 1, 74, 127.796, 86.3583, 0.646256, 50, 0.0129251, 154.092, 154.239, 0.282364, -0.581306
"Med_NSS_2(1)", "00:00:00.158", 1, 75, 132.676, 92.9866, 8.23116, 50, 0.164623, 36.3645, 162.017, 4.88042, 6.62823
"Med_NSS_2(1)", "00:00:00.159", 1, 76, 135.04, 94.7812, 2.96794, 50, 0.0593588, 52.7939, 164.983, 2.36386, 1.79467
"Med_NSS_2(1)", "00:00:00.159", 1, 77, 135.187, 94.9534, 0.226384, 50, 0.00452767, 40.4828, 165.202, 0.146973, 0.172188
"Med_NSS_2(1)", "00:00:00.159", 1, 78, 141.778, 103.205, 10.5608, 50, 0.211217, 38.6166, 175.363, 6.59106, 8.2516
"Med_NSS_2(1)", "00:00:00.159", 1, 79, 146.967, 106.368, 6.07636, 50, 0.121527, 58.6345, 181.42, 5.18839, 3.16273
"Med_NSS_2(1)", "00:00:00.159", 1, 80, 158.363, 116.378, 15.1683, 50, 0.303366, 48.7068, 196.526, 11.3966, 10.0098
"Med_NSS_2(1)", "00:00:00.160", 1, 81, 165.328, 120.351, 8.01861, 50, 0.160372, 60.2916, 204.494, 6.96463, 3.97392
"Med_NSS_2(1)", "00:00:00.160", 1, 82, 168.502, 122.208, 3.67753, 50, 0.0735505, 59.6796, 208.153, 3.1745, 1.85654
"Med_NSS_2(1)", "00:00:00.160", 1, 83, 176.948, 129.886, 11.4139, 50, 0.228279, 47.7249, 219.501, 8.44543, 7.67806
"Med_NSS_2(1)", "00:00:00.160", 1, 84, 181.147, 132.264, 4.82605, 50, 0.096521, 60.4783, 224.295, 4.19948, 2.37805
"Med_NSS_2(1)", "00:00:00.160", 1, 85, 182.251, 132.559, 1.1428, 50, 0.0228559, 75.0199, 225.361, 1.10396, 0.295395
"Med_NSS_2(1)", "00:00:00.160", 1, 86, 189.43, 138.691, 9.44086, 50, 0.188817, 49.496, 234.774, 7.17845, 6.13185
"Med_NSS_2(1)", "00:00:00.161", 1, 87, 194.456, 140.871, 5.47841, 50, 0.109568, 66.5582, 240.12, 5.02625, 2.17941
"Med_NSS_2(1)", "00:00:00.161", 1, 88, 202.904, 145.188, 9.48703, 50, 0.189741, 62.9309, 249.498, 8.4478, 4.31721
"Med_NSS_2(1)", "00:00:00.161", 1, 89, 207.754, 146.717, 5.0857, 50, 0.101714, 72.5051, 254.338, 4.85045, 1.52887
"Med_NSS_2(1)", "00:00:00.161", 1, 90, 209.974, 147.645, 2.40591, 50, 0.0481182, 67.3001, 256.687, 2.21954, 0.928452
"Med_NSS_2(1)", "00:00:00.163", 1, 91, 215.434, 151.108, 6.46551, 50, 0.12931, 57.6208, 263.145, 5.46027, 3.46242
"Med_NSS_2(1)", "00:00:00.163", 1, 92, 218.036, 152.081, 2.77823, 50, 0.0555646, 69.4842, 265.835, 2.60202, 0.973679
"Med_NSS_2(1)", "00:00:00.163", 1, 93, 222.794, 155.601, 5.91884, 50, 0.118377, 53.5076, 271.752, 4.75836, 3.52003
"Med_NSS_2(1)", "00:00:00.163", 1, 94, 225.322, 156.564, 2.705, 50, 0.0541, 69.1581, 274.376, 2.528, 0.962418
"Med_NSS_2(1)", "00:00:00.163", 1, 95, 225.931, 157.204, 0.883408, 50, 0.0176682, 43.5583, 275.242, 0.608749, 0.640182
"Med_NSS_2(1)", "00:00:00.164", 1, 96, 230.265, 159.616, 4.96021, 50, 0.0992042, 60.9011, 280.177, 4.33414, 2.41225
"Med_NSS_2(1)", "00:00:00.164", 1, 97, 232.59, 160.328, 2.43142, 50, 0.0486284, 72.9708, 282.495, 2.32481, 0.712067
"Med_NSS_2(1)", "00:00:00.164", 1, 98, 233.831, 160.059, 1.2698, 50, 0.025396, 102.224, 283.365, 1.24101, -0.26886
"Med_NSS_2(1)", "00:00:00.164", 1, 99, 239.493, 162.288, 6.08473, 50, 0.121695, 68.5191, 289.3, 5.66208, 2.22818
"Med_NSS_2(1)", "00:00:00.164", 1, 100, 242.74, 162.368, 3.24753, 50, 0.0649506, 88.5834, 292.037, 3.24654, 0.0802917
"Med_NSS_2(1)", "00:00:00.165", 1, 101, 250.747, 163.229, 8.05322, 50, 0.161064, 83.8639, 299.195, 8.00708, 0.860825
"Med_NSS_2(1)", "00:00:00.165", 1, 102, 256.278, 163.43, 5.53486, 50, 0.110697, 87.9181, 303.953, 5.5312, 0.20108
"Med_NSS_2(1)", "00:00:00.165", 1, 103, 259.444, 163.322, 3.16759, 50, 0.0633518, 91.9581, 306.57, 3.16574, -0.108231
"Med_NSS_2(1)", "00:00:00.165", 1, 104, 265.328, 164.444, 5.99086, 50, 0.119817, 79.1998, 312.155, 5.88474, 1.1226
"Med_NSS_2(1)", "00:00:00.165", 1, 105, 268.779, 163.823, 3.50658, 50, 0.0701317, 100.211, 314.77, 3.45105, -0.621597
"Med_NSS_2(1)", "00:00:00.165", 1, 106, 269.791, 163.394, 1.09894, 50, 0.0219788, 112.941, 315.413, 1.01202, -0.428345
"Med_NSS_2(1)", "00:00:00.165", 1, 107, 269.947, 163.393, 0.155556, 50, 0.00311111, 90.5677, 315.545, 0.155548, -0.00154114
"Med_NSS_2(1)", "00:00:00.166", 1, 108, 269.947, 163.393, 0, 50, 0, 0, 315.545, 0, 0
"Med_NSS_2(1)", "00:00:00.166", 1, 109, 267.732, 159.115, 4.81736, 50, 0.0963473, -152.625, 311.445, -2.21512, -4.27788
"Med_NSS_2(1)", "00:00:00.166", 1, 110, 267.917, 159.645, 0.561136, 50, 0.0112227, 19.243, 311.875, 0.184937, 0.529785
"Med_NSS_2(1)", "00:00:00.166", 1, 111, 268.003, 160.279, 0.63967, 50, 0.0127934, 7.70429, 312.273, 0.0857544, 0.633896
"Med_NSS_2(1)", "00:00:00.166", 1, 112, 264.695, 150.23, 10.5785, 50, 0.21157, -161.782, 304.356, -3.30728, -10.0482
"Med_NSS_2(1)", "00:00:00.166", 1, 113, 264.965, 150.437, 0.33973, 50, 0.0067946, 52.6031, 304.693, 0.269897, 0.206329
"Med_NSS_2(1)", "00:00:00.167", 1, 114, 267.019, 141.568, 9.10391, 50, 0.182078, 166.959, 302.226, 2.05426, -8.86911
"Med_NSS_2(1)", "00:00:00.167", 1, 115, 267.53, 140.769, 0.947919, 50, 0.0189584, 147.38, 302.305, 0.510986, -0.798401
"Med_NSS_2(1)", "00:00:00.167", 1, 116, 267.406, 141.57, 0.81078, 50, 0.0162156, -8.80552, 302.569, -0.124115, 0.801224
"Med_NSS_2(1)", "00:00:00.167", 1, 117, 270.542, 130.336, 11.6637, 50, 0.233275, 164.406, 300.3, 3.13547, -11.2344
"Med_NSS_2(1)", "00:00:00.167", 1, 118, 272.512, 127.225, 3.68236, 50, 0.0736473, 147.652, 300.747, 1.97031, -3.1109
"Med_NSS_2(1)", "00:00:00.167", 1, 119, 275.914, 118.308, 9.54344, 50, 0.190869, 159.119, 300.209, 3.40161, -8.91663
"Med_NSS_2(1)", "00:00:00.167", 1, 120, 276.093, 117.746, 0.589946, 50, 0.0117989, 162.32, 300.152, 0.179169, -0.56208
"Med_NSS_2(1)", "00:00:00.168", 1, 121, 276.093, 117.746, 0, 50, 0, 0, 300.152, 0, 0
"Med_NSS_2(1)", "00:00:00.168", 1, 122, 276.781, 113.193, 4.60535, 50, 0.0921069, 171.408, 299.032, 0.688049, -4.55366
"Med_NSS_2(1)", "00:00:00.168", 1, 123, 276.785, 113.682, 0.489118, 50, 0.00978235, 0.518363, 299.222, 0.00442505, 0.489098
"Med_NSS_2(1)", "00:00:00.168", 1, 124, 276.868, 114.297, 0.620853, 50, 0.0124171, 7.63513, 299.532, 0.082489, 0.615349
"Med_NSS_2(1)", "00:00:00.169", 1, 125, 272.015, 109.187, 7.04675, 50, 0.140935, -136.479, 293.111, -4.85257, -5.10972
"Med_NSS_2(1)", "00:00:00.169", 1, 126, 269.758, 106.764, 3.31157, 50, 0.0662314, -137.036, 290.117, -2.25699, -2.42332
"Med_NSS_2(1)", "00:00:00.169", 1, 127, 261.401, 98.5667, 11.7066, 50, 0.234132, -134.446, 279.367, -8.35751, -8.19734
"Med_NSS_2(1)", "00:00:00.169", 1, 128, 255.735, 94.3294, 7.07469, 50, 0.141494, -126.794, 272.578, -5.66534, -4.23735
"Med_NSS_2(1)", "00:00:00.169", 1, 129, 253.897, 92.3717, 2.68581, 50, 0.0537163, -136.794, 270.178, -1.83879, -1.95766
"Med_NSS_2(1)", "00:00:00.169", 1, 130, 244.661, 82.522, 13.5022, 50, 0.270043, -136.844, 258.203, -9.23531, -9.84976
"Med_NSS_2(1)", "00:00:00.170", 1, 131, 240.606, 79.278, 5.19348, 50, 0.10387, -128.654, 253.33, -4.05576, -3.24393
"Med_NSS_2(1)", "00:00:00.170", 1, 132, 231.355, 66.4241, 15.8364, 50, 0.316729, -144.26, 240.702, -9.25029, -12.854
"Med_NSS_2(1)", "00:00:00.170", 1, 133, 229.852, 64.3189, 2.58692, 50, 0.0517384, -144.466, 238.681, -1.50349, -2.10515
"Med_NSS_2(1)", "00:00:00.170", 1, 134, 230.353, 64.9021, 0.768832, 50, 0.0153766, 40.666, 239.321, 0.501007, 0.583176
"Med_NSS_2(1)", "00:00:00.170", 1, 135, 227.949, 62.2492, 3.57982, 50, 0.0715963, -137.823, 236.296, -2.40359, -2.65289
"Med_NSS_2(1)", "00:00:00.170", 1, 136, 228.035, 62.1749, 0.113649, 50, 0.00227298, 130.826, 236.359, 0.0859985, -0.0742989
"Med_NSS_2(1)", "00:00:00.171", 1, 137, 227.508, 62.7381, 0.771098, 50, 0.015422, -43.0814, 236, -0.526688, 0.563198
"Med_NSS_2(1)", "00:00:00.171", 1, 138, 227.925, 63.0163, 0.501161, 50, 0.0100232, 56.2851, 236.476, 0.41687, 0.278175
"Med_NSS_2(1)", "00:00:00.171", 1, 139, 227.925, 63.0163, 0, 50, 0, 0, 236.476, 0, 0
"Med_NSS_2(1)", "00:00:00.171", 1, 140, 229.399, 64.7357, 2.26481, 50, 0.0452961, 40.6051, 238.359, 1.47403, 1.71947
"Med_NSS_2(1)", "00:00:00.171", 1, 141, 229.198, 65.4709, 0.762107, 50, 0.0152421, -15.2902, 238.366, -0.200974, 0.73513
"Med_NSS_2(1)", "00:00:00.172", 1, 142, 229.241, 65.5653, 0.103719, 50, 0.00207438, 24.4555, 238.433, 0.0429382, 0.0944138
"Med_NSS_2(1)", "00:00:00.172", 1, 143, 232.291, 71.6923, 6.84422, 50, 0.136884, 26.4639, 243.103, 3.05002, 6.12705
"Med_NSS_2(1)", "00:00:00.172", 1, 144, 231.975, 72.0615, 0.486381, 50, 0.00972761, -40.6197, 242.91, -0.31665, 0.369186
"Med_NSS_2(1)", "00:00:00.172", 1, 145, 236.221, 80.6235, 9.55699, 50, 0.19114, 26.3778, 249.6, 4.24605, 8.56196
"Med_NSS_2(1)", "00:00:00.172", 1, 146, 239.656, 84.4335, 5.12975, 50, 0.102595, 42.0363, 254.094, 3.43489, 3.80997
"Med_NSS_2(1)", "00:00:00.172", 1, 147, 240.883, 84.9107, 1.31702, 50, 0.0263404, 68.756, 255.411, 1.22752, 0.477211
"Med_NSS_2(1)", "00:00:00.172", 1, 148, 247.162, 95.4901, 12.3022, 50, 0.246044, 30.6875, 264.967, 6.27847, 10.5794
"Med_NSS_2(1)", "00:00:00.173", 1, 149, 251.868, 99.8118, 6.38926, 50, 0.127785, 47.4372, 270.924, 4.70592, 4.32169
"Med_NSS_2(1)", "00:00:00.173", 1, 150, 260.1, 113.28, 15.7846, 50, 0.315691, 31.4352, 283.697, 8.23218, 13.4679
"Med_NSS_2(1)", "00:00:00.173", 1, 151, 265.421, 117.727, 6.93512, 50, 0.138702, 50.1169, 290.359, 5.32169, 4.44697
"Med_NSS_2(1)", "00:00:00.173", 1, 152, 266.355, 118.863, 1.4706, 50, 0.0294121, 39.3987, 291.673, 0.933411, 1.13641
"Med_NSS_2(1)", "00:00:00.173", 1, 153, 270.25, 128.278, 10.1891, 50, 0.203782, 22.4752, 299.149, 3.89511, 9.41518
"Med_NSS_2(1)", "00:00:00.174", 1, 154, 271.905, 129.427, 2.01435, 50, 0.0402871, 55.2426, 301.137, 1.65494, 1.14839
"Med_NSS_2(1)", "00:00:00.174", 1, 155, 272.131, 129.237, 0.295628, 50, 0.00591256, 129.998, 301.26, 0.226471, -0.190018
"Med_NSS_2(1)", "00:00:00.174", 1, 156, 275.857, 136.92, 8.53935, 50, 0.170787, 25.8698, 307.968, 3.72595, 7.68361
"Med_NSS_2(1)", "00:00:00.174", 1, 157, 279.227, 139.107, 4.01724, 50, 0.0803448, 57.0224, 311.959, 3.37, 2.18663
"Med_NSS_2(1)", "00:00:00.174", 1, 158, 277.443, 150.481, 11.5132, 50, 0.230265, -8.91708, 315.625, -1.78461, 11.3741
"Med_NSS_2(1)", "00:00:00.174", 1, 159, 276.838, 150.36, 0.616807, 50, 0.0123361, -101.339, 315.035, -0.604767, -0.121277
"Med_NSS_2(1)", "00:00:00.174", 1, 160, 277.192, 148.885, 1.51683, 50, 0.0303366, 166.499, 314.646, 0.354126, -1.47491
"Med_NSS_2(1)", "00:00:00.175", 1, 161, 273.034, 152.321, 5.39396, 50, 0.107879, -50.4246, 312.649, -4.15759, 3.43646
"Med_NSS_2(1)", "00:00:00.175", 1, 162, 273.042, 151.373, 0.948382, 50, 0.0189676, 179.524, 312.195, 0.00787354, -0.948349
"Med_NSS_2(1)", "00:00:00.175", 1, 163, 269.228, 154.934, 5.21802, 50, 0.10436, -46.9667, 310.626, -3.81415, 3.5609
"Med_NSS_2(1)", "00:00:00.175", 1, 164, 268.905, 154.288, 0.722437, 50, 0.0144487, -153.386, 310.023, -0.323639, -0.645889
"Med_NSS_2(1)", "00:00:00.175", 1, 165, 268.951, 153.195, 1.09412, 50, 0.0218823, 177.578, 309.521, 0.0462341, -1.09314
"Med_NSS_2(1)", "00:00:00.176", 1, 166, 264.98, 155.782, 4.73969, 50, 0.0947938, -56.9114, 307.38, -3.97104, 2.58757
"Med_NSS_2(1)", "00:00:00.176", 1, 167, 265.045, 155.634, 0.162002, 50, 0.00324005, 156.132, 307.361, 0.0655518, -0.148148
"Med_NSS_2(1)", "00:00:00.176", 1, 168, 265.045, 155.634, 0, 50, 0, 0, 307.361, 0, 0
"Med_NSS_2(1)", "00:00:00.176", 1, 169, 262.334, 158.395, 3.87011, 50, 0.0774021, -44.479, 306.444, -2.71158, 2.76135
"Med_NSS_2(1)", "00:00:00.176", 1, 170, 262.043, 157.973, 0.512904, 50, 0.0102581, -145.473, 305.977, -0.29071, -0.422562
"Med_NSS_2(1)", "00:00:00.177", 1, 171, 259.6, 160.654, 3.62748, 50, 0.0725496, -42.338, 305.29, -2.44312, 2.68138
"Med_NSS_2(1)", "00:00:00.177", 1, 172, 259.996, 161.013, 0.533962, 50, 0.0106792, 47.8597, 305.815, 0.395935, 0.358261
"Med_NSS_2(1)", "00:00:00.177", 1, 173, 259.996, 161.015, 0.00197234, 50, 3.94468e-005, 8.00474, 305.816, 0.000274658, 0.00195313
"Med_NSS_2(1)", "00:00:00.177", 1, 174, 258.902, 163.61, 2.81692, 50, 0.0563383, -22.8509, 306.266, -1.0939, 2.59584
"Med_NSS_2(1)", "00:00:00.177", 1, 175, 258.956, 163.894, 0.288914, 50, 0.00577827, 10.7818, 306.463, 0.0540466, 0.283813
"Med_NSS_2(1)", "00:00:00.177", 1, 176, 258.163, 165.387, 1.68998, 50, 0.0337997, -27.9765, 306.596, -0.792786, 1.49249
"Med_NSS_2(1)", "00:00:00.177", 1, 177, 258.078, 165.025, 0.371423, 50, 0.00742845, -166.724, 306.329, -0.0852966, -0.361496
"Med_NSS_2(1)", "00:00:00.178", 1, 178, 258.079, 165.022, 0.00362469, 50, 7.24939e-005, 162.862, 306.328, 0.00106812, -0.00346375
"Med_NSS_2(1)", "00:00:00.178", 1, 179, 256.156, 165.326, 1.94715, 50, 0.038943, -81.0134, 304.875, -1.92325, 0.304153
"Med_NSS_2(1)", "00:00:00.178", 1, 180, 256.705, 165.202, 0.562261, 50, 0.0112452, 102.678, 305.269, 0.548553, -0.123398
"Med_NSS_2(1)", "00:00:00.178", 1, 181, 257.404, 164.953, 0.742916, 50, 0.0148583, 109.658, 305.723, 0.699615, -0.249924
"Med_NSS_2(1)", "00:00:00.178", 1, 182, 254.145, 165.175, 3.26676, 50, 0.0653352, -86.0895, 303.105, -3.25916, 0.222794
